"F1","F2"
"X247758","X2806353"
"X247758","X815546"
"X247758","X3639039"
"X1125725","X247758"
"X247758","X978841"
"X207982","X247758"
"X305094","X3122801"
"X1141842","X214916"
"X1110791","X250229"
"X236786","X4374096"
"X160268","X362426"
"X1110791","X509622"
"X210344","X237253"
"X509179","X564348"
"X4463044","X565413"
"X226283","X4463044"
"X3019022","X4463044"
"X4463044","X758613"
"X279572","X4463044"
"X4403247","X4463044"
"X4320526","X4463044"
"X4412985","X4463044"
"X1144575","X4463044"
"X4463044","X967720"
"X4222085","X4463044"
"X212223","X4463044"
"X112804","X899404"
"X1107049","X198250"
"X207022","X216604"
"X4398985","X4426961"
"X154220","X509980"
"X212546","X4461506"
"X209920","X561088"
"X4461508","X783209"
"X208424","X332595"
"X1140634","X217948"
"X1140634","X800980"
"X1140634","X65684"
"X1140634","X2669168"
"X1140634","X278544"
"X1140634","X816092"
"X1140634","X4480958"
"X1140634","X4454013"
"X1140634","X99371"
"X1140634","X206405"
"X1140634","X4484245"
"X1060353","X159656"
"X237047","X4373456"
"X222868","X67771"
"X167411","X648741"
"X171166","X217558"
"X241009","X3611663"
"X2869559","X813938"
"X237047","X812788"
"X1117661","X723493"
"X4324652","X852722"
"X4424841","X562167"
"X562164","X58103"
"X834863","X966091"
"X1145135","X4382187"
"X205306","X825502"
"X205306","X4465746"
"X205306","X276270"
"X205306","X2505304"
"X205306","X251884"
"X205306","X304694"
"X205306","X218235"
"X205306","X238738"
"X205306","X248618"
"X205306","X712222"
"X205306","X252821"
"X205306","X4011113"
"X58103","X806719"
"X2913695","X362426"
"X216638","X241009"
"X574969","X641892"
"X548715","X574969"
"X376348","X574969"
"X534621","X574969"
"X574969","X658162"
"X239156","X574969"
"X252995","X574969"
"X4385167","X574969"
"X4474887","X574969"
"X4414439","X574969"
"X4418001","X574969"
"X244091","X574969"
"X4478794","X574969"
"X568429","X822988"
"X156885","X568429"
"X4333666","X568429"
"X4296675","X568429"
"X130036","X568429"
"X4472087","X568429"
"X1142898","X568429"
"X336892","X568429"
"X4361857","X568429"
"X236870","X4481422"
"X542445","X822037"
"X258654","X899404"
"X333731","X899404"
"X246404","X899404"
"X899404","X940161"
"X4397838","X899404"
"X4302753","X899404"
"X4047531","X899404"
"X223302","X899404"
"X4443725","X899404"
"X3555041","X899404"
"X534888","X899404"
"X4390724","X899404"
"X200324","X219330"
"X4421933","X4446019"
"X113118","X4322410"
"X237047","X4326569"
"X274691","X4414886"
"X212994","X4414886"
"X4394552","X4414886"
"X4350558","X4414886"
"X225346","X4414886"
"X4397941","X4414886"
"X4361510","X4414886"
"X138295","X4414886"
"X4430681","X4478654"
"X1060549","X1132140"
"X2228274","X46444"
"X154876","X217481"
"X156605","X162317"
"X279613","X3011887"
"X239139","X842518"
"X1112326","X4440616"
"X1110791","X898715"
"X227011","X4345939"
"X211929","X236870"
"X3490229","X4448095"
"X205267","X3490229"
"X3490229","X4382894"
"X253622","X3490229"
"X3490229","X4475718"
"X3490229","X510452"
"X3490229","X4483957"
"X1127984","X3490229"
"X3490229","X4299530"
"X208118","X3490229"
"X3490229","X820440"
"X1143242","X2358857"
"X572125","X58103"
"X113502","X58103"
"X145959","X58103"
"X239695","X58103"
"X1863621","X58103"
"X361264","X58103"
"X58103","X815859"
"X4311516","X58103"
"X356045","X58103"
"X239492","X58103"
"X3270624","X58103"
"X4397986","X58103"
"X1109902","X58103"
"X4349732","X58103"
"X223251","X542445"
"X1048870","X330280"
"X331020","X626175"
"X1107982","X830836"
"X217248","X4408165"
"X648741","X894244"
"X235854","X783719"
"X245550","X4327906"
"X1121436","X154876"
"X242389","X76374"
"X3310210","X4737"
"X4345036","X4424841"
"X204970","X4443544"
"X204970","X4392804"
"X204970","X254115"
"X204970","X278687"
"X204970","X744505"
"X204970","X285061"
"X1121806","X204970"
"X204970","X4458277"
"X204970","X4402103"
"X204970","X666506"
"X204970","X4330207"
"X204970","X546081"
"X1134782","X204970"
"X204970","X213493"
"X1111579","X154876"
"X511782","X648741"
"X158741","X217248"
"X537910","X76374"
"X245550","X3774028"
"X154220","X161233"
"X154220","X2651948"
"X154220","X3951708"
"X154220","X411799"
"X154220","X4368625"
"X154220","X4350455"
"X154220","X819971"
"X154220","X4477066"
"X154220","X2651008"
"X154220","X4351648"
"X154220","X244375"
"X154220","X679240"
"X154220","X4394171"
"X191430","X2584634"
"X1117349","X4404468"
"X217248","X329074"
"X212876","X4440616"
"X111088","X146193"
"X137617","X2078498"
"X154876","X4319207"
"X2979800","X4324652"
"X217034","X4398985"
"X1110791","X4409769"
"X220177","X627902"
"X689563","X783209"
"X1137245","X155455"
"X1111968","X159656"
"X217972","X2182540"
"X217972","X4439865"
"X217972","X662514"
"X217972","X223957"
"X217972","X247509"
"X217972","X4424717"
"X217972","X544493"
"X1112580","X217972"
"X194029","X783209"
"X246446","X4397025"
"X342450","X4394649"
"X547608","X648741"
"X188263","X4460178"
"X210344","X4366419"
"X4465309","X542445"
"X1143242","X689024"
"X1111144","X3122801"
"X1123762","X3011887"
"X1117349","X585600"
"X1125423","X220177"
"X137420","X518524"
"X188263","X3695905"
"X154876","X4341463"
"X1048870","X821038"
"X1142871","X219330"
"X2984011","X4440616"
"X1143242","X2984017"
"X3122801","X850823"
"X1130023","X1145135"
"X1130026","X241009"
"X160289","X171166"
"X136286","X329302"
"X4398985","X4477119"
"X4360288","X76374"
"X188263","X4430956"
"X188263","X4377106"
"X188263","X837977"
"X188263","X4435517"
"X188263","X4384648"
"X1106004","X188263"
"X188263","X538093"
"X188263","X210722"
"X188263","X587745"
"X188263","X306436"
"X188263","X99390"
"X188263","X4399343"
"X188263","X4388439"
"X188263","X4483286"
"X188263","X4382005"
"X4424841","X589382"
"X1113813","X3011887"
"X111088","X590252"
"X1143242","X826332"
"X311619","X542445"
"X136276","X136286"
"X256569","X67771"
"X216604","X279650"
"X206106","X208424"
"X3087743","X843938"
"X3122801","X620041"
"X111088","X240877"
"X162317","X4334725"
"X113118","X4344357"
"X113118","X562335"
"X113118","X4479762"
"X113118","X325637"
"X113118","X2216489"
"X113118","X765871"
"X113118","X333120"
"X113118","X570805"
"X113118","X548079"
"X136286","X4390891"
"X237492","X648741"
"X1139779","X245550"
"X1107049","X53533"
"X4430681","X574269"
"X830836","X847739"
"X212546","X223618"
"X311250","X4737"
"X2078498","X242612"
"X112795","X209920"
"X331647","X648741"
"X219551","X4374096"
"X220177","X882187"
"X151729","X2584634"
"X4327302","X4424841"
"X228955","X3087743"
"X240883","X830836"
"X1107049","X221218"
"X4374096","X4474674"
"X1107740","X4470571"
"X307744","X4324652"
"X114410","X4324652"
"X251273","X4324652"
"X235698","X4324652"
"X4324652","X4372149"
"X211106","X4324652"
"X4324652","X824399"
"X240252","X4324652"
"X4324652","X4327934"
"X4405443","X783209"
"X111088","X4156025"
"X200629","X4328468"
"X210561","X554950"
"X1117661","X223804"
"X4463767","X76374"
"X111088","X278073"
"X208424","X513222"
"X208424","X576679"
"X208424","X2344719"
"X208424","X4381529"
"X208424","X343668"
"X208424","X807594"
"X208424","X3058403"
"X1107740","X775409"
"X227011","X3755712"
"X648741","X792673"
"X1107049","X638638"
"X239139","X511742"
"X212557","X783209"
"X217248","X284813"
"X1122067","X4440616"
"X238327","X4737"
"X288029","X4737"
"X4737","X940348"
"X4302755","X4737"
"X4468101","X4737"
"X4411140","X4737"
"X2216514","X4737"
"X4737","X549252"
"X4681","X4737"
"X239739","X4737"
"X558862","X826497"
"X104281","X154876"
"X227011","X511318"
"X227011","X4465448"
"X227011","X255261"
"X208284","X227011"
"X1024089","X4430681"
"X2078498","X211950"
"X218376","X4398985"
"X331020","X4340285"
"X209920","X215375"
"X209920","X226596"
"X209920","X360500"
"X209920","X222592"
"X209920","X984175"
"X209920","X4321045"
"X209920","X4330658"
"X209920","X242643"
"X209920","X89333"
"X4297568","X4374096"
"X214916","X818887"
"X230396","X331020"
"X2584634","X577299"
"X212546","X217448"
"X4369470","X966091"
"X524203","X819027"
"X1107049","X4303530"
"X1051693","X1117349"
"X214916","X4430938"
"X362426","X509188"
"X11398","X362426"
"X362426","X4393508"
"X362426","X814909"
"X362426","X4453471"
"X362426","X723690"
"X219844","X67771"
"X219330","X234329"
"X219330","X841453"
"X106562","X219330"
"X219330","X4320966"
"X1630","X219330"
"X153512","X219330"
"X4408249","X509179"
"X162317","X4411088"
"X2990720","X783719"
"X1145388","X210344"
"X106737","X236870"
"X129424","X3122801"
"X29808","X830836"
"X4440616","X4445768"
"X1117661","X161623"
"X331020","X4091428"
"X248002","X783209"
"X206654","X813938"
"X257663","X509179"
"X154876","X4297733"
"X154876","X803240"
"X1067210","X154876"
"X154876","X824812"
"X154876","X221349"
"X2078498","X4365374"
"X4379780","X542445"
"X236870","X733328"
"X1107740","X578551"
"X210559","X266540"
"X215100","X813938"
"X210559","X211934"
"X210559","X4442074"
"X210559","X4463237"
"X1129425","X210559"
"X210559","X311640"
"X210559","X4391686"
"X205245","X2584634"
"X1143242","X4466720"
"X1143242","X3312254"
"X1115272","X1143242"
"X1143242","X759440"
"X1143242","X224718"
"X1143242","X801258"
"X1112740","X1143242"
"X1143242","X4422085"
"X1143242","X851103"
"X2584634","X4422317"
"X554950","X812831"
"X111088","X570864"
"X319921","X518524"
"X542445","X672109"
"X2574747","X783719"
"X155455","X225630"
"X1107740","X136311"
"X256931","X3087743"
"X171166","X354224"
"X292508","X4430681"
"X2078498","X306710"
"X509179","X808919"
"X1145135","X344719"
"X1145135","X823862"
"X1145135","X1781230"
"X1145135","X525009"
"X1145135","X144069"
"X1121233","X1145135"
"X239139","X557001"
"X524203","X575467"
"X212546","X4311802"
"X1117661","X258935"
"X1006099","X239139"
"X239139","X325796"
"X239139","X4442148"
"X1131591","X239139"
"X203659","X239139"
"X239139","X3249512"
"X239139","X311603"
"X160412","X239139"
"X524203","X963877"
"X233959","X554950"
"X200629","X562741"
"X241009","X728744"
"X216604","X631893"
"X241491","X3122801"
"X4368272","X542445"
"X241009","X2996653"
"X200629","X302250"
"X155455","X309146"
"X155455","X2336265"
"X155455","X204993"
"X155455","X1574978"
"X155455","X313538"
"X155455","X4433576"
"X155455","X534350"
"X155455","X701722"
"X155455","X236676"
"X239537","X3087743"
"X154320","X220177"
"X1117349","X50973"
"X211660","X214916"
"X245550","X3518312"
"X1107049","X220870"
"X1107740","X4356724"
"X254922","X46444"
"X285591","X648741"
"X415943","X4397025"
"X216604","X831573"
"X1121968","X4398985"
"X111088","X4456187"
"X162317","X244727"
"X256241","X813938"
"X360826","X4397025"
"X1132140","X805857"
"X1132140","X225425"
"X1107740","X331781"
"X1132140","X4459206"
"X3087743","X4374729"
"X220359","X3087743"
"X1136794","X3087743"
"X160645","X3087743"
"X1145639","X3087743"
"X1083580","X3087743"
"X151163","X3087743"
"X217241","X3087743"
"X217392","X3087743"
"X154958","X216604"
"X111088","X1111753"
"X218114","X813938"
"X206038","X813938"
"X1146343","X813938"
"X554950","X811263"
"X276006","X46444"
"X220256","X542445"
"X542445","X849761"
"X1066793","X542445"
"X1119336","X542445"
"X1682862","X542445"
"X239904","X542445"
"X223465","X542445"
"X176150","X331020"
"X162317","X832215"
"X111088","X4333811"
"X278371","X46444"
"X4389407","X826497"
"X236870","X531776"
"X1127642","X830836"
"X1132813","X2584634"
"X4380559","X46444"
"X222088","X4374096"
"X1126064","X342450"
"X162317","X255819"
"X4374096","X946179"
"X216604","X225943"
"X1135906","X46444"
"X159656","X339480"
"X4414708","X4440616"
"X162317","X848120"
"X162317","X4377584"
"X162317","X2100502"
"X549945","X76374"
"X237047","X254173"
"X243283","X4440616"
"X4308304","X4374096"
"X4374096","X572713"
"X369436","X4374096"
"X4374096","X4416103"
"X4374096","X4410196"
"X1142584","X4398985"
"X206264","X4398985"
"X4398985","X742307"
"X249066","X4398985"
"X1111584","X4398985"
"X4373613","X4398985"
"X114163","X136286"
"X220013","X342450"
"X3122801","X742958"
"X225970","X4430681"
"X1048870","X2144438"
"X1048870","X210428"
"X1048870","X204714"
"X1048870","X4308759"
"X1048870","X748564"
"X101901","X1048870"
"X113710","X783209"
"X1110791","X499378"
"X237047","X4483956"
"X237047","X4373078"
"X1043812","X237047"
"X237047","X240630"
"X237047","X4178573"
"X1132140","X562576"
"X727462","X830836"
"X4318042","X830836"
"X631678","X830836"
"X3067471","X830836"
"X219943","X830836"
"X251983","X830836"
"X4480003","X830836"
"X214033","X830836"
"X4457840","X830836"
"X178506","X518524"
"X3011887","X818429"
"X154174","X46444"
"X2584634","X4479103"
"X4460872","X648741"
"X331020","X894654"
"X130030","X4424841"
"X171166","X4315258"
"X136286","X237595"
"X216604","X682232"
"X3691870","X4424841"
"X1117661","X547544"
"X1117661","X155243"
"X1117661","X237482"
"X363198","X783719"
"X216604","X811449"
"X200629","X839836"
"X1141480","X212546"
"X632918","X826497"
"X4341658","X4440616"
"X554950","X819853"
"X1132140","X905537"
"X220177","X517841"
"X18499","X214916"
"X207153","X3011887"
"X3616121","X4424841"
"X1140165","X554950"
"X4397025","X729865"
"X1132140","X259155"
"X1132140","X783593"
"X1132140","X354510"
"X1132140","X3937258"
"X1132140","X4401528"
"X213587","X217248"
"X1119093","X3122801"
"X171166","X210024"
"X171166","X321022"
"X171166","X279129"
"X171166","X819708"
"X4393265","X524203"
"X4393269","X509179"
"X210344","X580677"
"X217132","X76374"
"X1110791","X310212"
"X554950","X98258"
"X136286","X407437"
"X4430681","X701743"
"X1006382","X111088"
"X209801","X217248"
"X783209","X823541"
"X4421933","X4425219"
"X4348101","X4421933"
"X4421933","X815088"
"X4397025","X4445349"
"X4320961","X783209"
"X212546","X362293"
"X111088","X190279"
"X3011887","X810455"
"X208197","X4397025"
"X1107049","X4482381"
"X136286","X607006"
"X370425","X4440616"
"X2393580","X3122801"
"X331020","X4397783"
"X249257","X554950"
"X76374","X81414"
"X554950","X744041"
"X220177","X541201"
"X220177","X518694"
"X220177","X562010"
"X220177","X556217"
"X4440616","X787017"
"X1107740","X253524"
"X1542689","X3122801"
"X260668","X331020"
"X1102642","X159656"
"X136286","X4443379"
"X141274","X342450"
"X342450","X818327"
"X342450","X4380346"
"X4344614","X648741"
"X144065","X524203"
"X4430681","X691109"
"X4397025","X557392"
"X220436","X966091"
"X217248","X4427678"
"X241009","X4414004"
"X1107049","X4325231"
"X246316","X518524"
"X113777","X518524"
"X1107049","X163345"
"X210409","X648741"
"X46444","X893238"
"X181846","X783209"
"X276290","X4397025"
"X159656","X240553"
"X257891","X783719"
"X265283","X783719"
"X783719","X820774"
"X1110791","X1134726"
"X159656","X227319"
"X200629","X265696"
"X554950","X571363"
"X3122801","X4311512"
"X447724","X966091"
"X331020","X554602"
"X155297","X966091"
"X1107740","X565173"
"X4463100","X966091"
"X518524","X547360"
"X235943","X4440616"
"X1110613","X200629"
"X160986","X4430681"
"X1040631","X4397025"
"X4359078","X518524"
"X331020","X535922"
"X111088","X2733663"
"X236870","X7908"
"X111088","X4312724"
"X1107740","X4349630"
"X1107740","X729766"
"X1107740","X1142950"
"X783209","X936318"
"X1122667","X217248"
"X368520","X4424841"
"X1131433","X210344"
"X223912","X524203"
"X512273","X518524"
"X1087462","X509179"
"X4341711","X76374"
"X4357037","X76374"
"X1012668","X236870"
"X216604","X4350273"
"X2570551","X46444"
"X339544","X554950"
"X4361797","X826497"
"X136959","X217248"
"X554950","X835333"
"X220686","X3122801"
"X1118948","X4424841"
"X4424841","X4446565"
"X236870","X835594"
"X217248","X4387434"
"X1129683","X216604"
"X200629","X2954732"
"X200629","X4385959"
"X200629","X560770"
"X160433","X200629"
"X211450","X648741"
"X136286","X215095"
"X1107976","X1110791"
"X208779","X241009"
"X1107049","X818016"
"X3122801","X540423"
"X1105149","X67771"
"X67771","X727692"
"X238280","X67771"
"X216604","X4453684"
"X206632","X3122801"
"X111088","X266132"
"X1117349","X565240"
"X159656","X4375802"
"X4367776","X46444"
"X1056415","X46444"
"X3011887","X4365229"
"X248773","X3011887"
"X217248","X246356"
"X1143359","X214916"
"X159656","X4470985"
"X1112858","X331020"
"X311380","X331020"
"X4350439","X524203"
"X4083690","X826497"
"X254805","X826497"
"X4459346","X826497"
"X1136007","X554950"
"X1118721","X236870"
"X1107049","X93777"
"X159656","X4105048"
"X236870","X4371107"
"X4430681","X527601"
"X216604","X793319"
"X217979","X4430681"
"X4430681","X663880"
"X236870","X905076"
"X236870","X250050"
"X327078","X783209"
"X1110791","X857566"
"X1139057","X136286"
"X217248","X4426972"
"X1131854","X3122801"
"X1059557","X518524"
"X263857","X509179"
"X4478649","X509179"
"X4345497","X509179"
"X370772","X509179"
"X216604","X4369692"
"X216604","X4390204"
"X236870","X6602"
"X2078498","X226108"
"X1023953","X554950"
"X241009","X541963"
"X111088","X4458581"
"X136286","X3018647"
"X241009","X4296993"
"X3116297","X4397025"
"X152079","X245550"
"X136286","X4424553"
"X217248","X536444"
"X111088","X223139"
"X3011887","X317449"
"X245550","X670837"
"X673846","X966091"
"X159656","X4348104"
"X240087","X245550"
"X210344","X4463684"
"X1126447","X966091"
"X4349313","X554950"
"X4390723","X518524"
"X214916","X811677"
"X2375689","X648741"
"X1117349","X666038"
"X111088","X1132680"
"X214916","X545536"
"X212546","X4470139"
"X344861","X518524"
"X4400369","X524203"
"X524203","X897527"
"X4372503","X524203"
"X514095","X524203"
"X675211","X783209"
"X210344","X556657"
"X210344","X529793"
"X210344","X313925"
"X136524","X648741"
"X111088","X500203"
"X111088","X550219"
"X214916","X227980"
"X966091","X975164"
"X217248","X240866"
"X111088","X3956474"
"X1107049","X296945"
"X1108099","X4397025"
"X3246969","X554950"
"X238508","X3122801"
"X4093084","X966091"
"X4399156","X966091"
"X136286","X175203"
"X106749","X783209"
"X3011887","X800082"
"X214916","X548077"
"X4387187","X783209"
"X212546","X4433574"
"X212546","X2815573"
"X4332978","X648741"
