"F1","F2"
"X188263","X212546"
"X209437","X590252"
"X154174","X590252"
"X518694","X826332"
"X205900","X311250"
"X1123984","X4296539"
"X136276","X4308759"
"X136276","X4361857"
"X256569","X4393663"
"X220359","X279650"
"X279650","X4410196"
"X2200137","X843938"
"X4483286","X843938"
"X304694","X554330"
"X253010","X811263"
"X4411140","X620041"
"X4448576","X620041"
"X18499","X616310"
"X215504","X50973"
"X215504","X533113"
"X212994","X656975"
"X2063454","X212994"
"X4440067","X46444"
"X222635","X319921"
"X238800","X4334725"
"X161623","X237492"
"X1139779","X333731"
"X1139779","X239904"
"X4326937","X78424"
"X4341658","X574269"
"X812149","X847739"
"X223804","X311250"
"X112795","X222364"
"X112795","X342034"
"X112795","X4475718"
"X259155","X333731"
"X331647","X4332061"
"X331647","X4346060"
"X219551","X235698"
"X151729","X830696"
"X4343458","X4417095"
"X1042858","X566684"
"X161623","X417101"
"X258935","X417101"
"X112992","X417101"
"X210409","X228955"
"X228955","X4349313"
"X1029922","X894654"
"X4083690","X585151"
"X1127161","X4481484"
"X219330","X4470571"
"X4324652","X727692"
"X226718","X4405449"
"X276290","X800980"
"X1125006","X4452864"
"X1129515","X436590"
"X250187","X4348101"
"X246356","X4328468"
"X195316","X210561"
"X1109766","X1138930"
"X1086575","X1109766"
"X222183","X250274"
"X208424","X803240"
"X208424","X415943"
"X208424","X313538"
"X4377106","X4452842"
"X4377106","X4480003"
"X4415674","X564196"
"X4299286","X792796"
"X11398","X4299286"
"X4299286","X4350455"
"X2216514","X4376272"
"X284813","X4320526"
"X2579227","X4405879"
"X310212","X4405879"
"X311991","X4405879"
"X1105914","X819753"
"X1105914","X238022"
"X104947","X1105914"
"X2806353","X783593"
"X4460872","X558862"
"X227011","X4393265"
"X113772","X227011"
"X246404","X815635"
"X1096660","X67771"
"X210576","X239656"
"X204064","X239492"
"X134163","X828722"
"X134163","X514316"
"X218376","X4435345"
"X104947","X218376"
"X237482","X4465746"
"X1106524","X244375"
"X4340285","X632918"
"X368520","X4340285"
"X4333666","X543258"
"X1108099","X543258"
"X163345","X209920"
"X204993","X4370817"
"X331108","X79712"
"X79712","X893238"
"X545536","X79712"
"X207320","X522337"
"X247509","X71326"
"X71326","X824399"
"X152079","X4314412"
"X195316","X819027"
"X562741","X819027"
"X1051693","X4091428"
"X285415","X310212"
"X235912","X255819"
"X160986","X235912"
"X235912","X254805"
"X219330","X4454013"
"X4369692","X656975"
"X152079","X656975"
"X4408249","X984175"
"X4470972","X917124"
"X216643","X4470972"
"X4397783","X4411088"
"X1141156","X927380"
"X236367","X3059362"
"X4385167","X4445768"
"X4395329","X4445768"
"X4363845","X917124"
"X3533944","X4091428"
"X248002","X311991"
"X225943","X822988"
"X4330994","X822988"
"X4472715","X822988"
"X257663","X4327452"
"X4439865","X728744"
"X154876","X344719"
"X1115272","X154876"
"X154876","X1757040"
"X210024","X4297733"
"X250572","X576220"
"X236367","X250572"
"X209437","X279378"
"X2733663","X733328"
"X4340699","X578551"
"X407437","X4327452"
"X254922","X4392369"
"X204110","X4392369"
"X4302540","X828722"
"X215100","X254115"
"X215100","X242393"
"X215100","X4391549"
"X2040589","X210559"
"X1143242","X216643"
"X1142898","X4422317"
"X343242","X810997"
"X238280","X343242"
"X195316","X4350455"
"X221891","X679240"
"X4394552","X728744"
"X4394552","X4438586"
"X3249512","X4470894"
"X137191","X366977"
"X219943","X319921"
"X2874848","X513782"
"X207320","X4319478"
"X2574747","X67771"
"X225630","X739135"
"X1880800","X256931"
"X4461165","X704835"
"X354510","X4461165"
"X307744","X354224"
"X354224","X835333"
"X1546874","X4315258"
"X1546874","X241615"
"X2651948","X4421933"
"X2651948","X4390204"
"X214585","X4450823"
"X235807","X576679"
"X808919","X830696"
"X222755","X369436"
"X113710","X580635"
"X211507","X4469865"
"X4469865","X857566"
"X184027","X246217"
"X217241","X871009"
"X1102642","X254138"
"X254138","X821187"
"X2200137","X222364"
"X1143376","X222364"
"X4389407","X557001"
"X557001","X915958"
"X221734","X398721"
"X4341711","X4360818"
"X4360818","X4446003"
"X258935","X4391549"
"X234329","X2584634"
"X234329","X257150"
"X839836","X963877"
"X1147699","X307744"
"X4222085","X4360323"
"X176150","X562741"
"X250522","X562741"
"X1028956","X4368272"
"X2867528","X649507"
"X1142898","X239537"
"X2040589","X4366201"
"X218114","X309146"
"X301554","X309146"
"X4384648","X701112"
"X240045","X50973"
"X50973","X903377"
"X248170","X904668"
"X235807","X248170"
"X211660","X3067471"
"X211660","X4351648"
"X658162","X813938"
"X3518312","X550834"
"X3518313","X4411140"
"X1719","X243964"
"X811740","X904668"
"X254922","X2669168"
"X2669168","X4482381"
"X207645","X222810"
"X758613","X783719"
"X210024","X254922"
"X254922","X576220"
"X285591","X4385103"
"X224138","X4296435"
"X1106090","X4443379"
"X3312254","X729865"
"X113772","X3312254"
"X662514","X831573"
"X579033","X849761"
"X4402421","X579033"
"X4349313","X981393"
"X215379","X680305"
"X215375","X248773"
"X4380559","X664216"
"X4326937","X533113"
"X4326937","X99616"
"X4372503","X4456187"
"X227980","X52546"
"X1111753","X278544"
"X278544","X579143"
"X244727","X554602"
"X229404","X812149"
"X113502","X187488"
"X113502","X159656"
"X1106004","X11398"
"X256241","X4387966"
"X4479762","X512273"
"X240252","X360826"
"X217132","X549969"
"X254115","X4338567"
"X154958","X4397025"
"X145959","X499378"
"X145959","X370425"
"X145959","X160354"
"X1111634","X588123"
"X4452842","X800082"
"X160786","X286367"
"X247781","X4420570"
"X213493","X4420570"
"X114410","X4460872"
"X4296675","X542445"
"X4321559","X4341344"
"X151163","X4341344"
"X136286","X220256"
"X253622","X78950"
"X176150","X897527"
"X2685346","X4373613"
"X223752","X4296541"
"X223752","X257891"
"X4460872","X832215"
"X219282","X4333811"
"X4478794","X820116"
"X3246969","X820116"
"X1113105","X278371"
"X1121611","X251884"
"X1127642","X4446565"
"X1132813","X538093"
"X1140682","X538093"
"X369436","X538093"
"X4333669","X4380227"
"X1132813","X831179"
"X208637","X4393265"
"X217392","X591575"
"X255819","X987863"
"X1110732","X114102"
"X211106","X4296675"
"X152363","X4296675"
"X509188","X98258"
"X4482381","X946179"
"X225943","X4321045"
"X1040631","X111439"
"X1135906","X130441"
"X245661","X4482381"
"X257322","X339480"
"X249105","X2954732"
"X206632","X4414708"
"X4414706","X857566"
"X4385959","X4414706"
"X1013954","X362293"
"X1564851","X411799"
"X1110139","X184027"
"X4340699","X4386443"
"X4395329","X549945"
"X1113105","X4454018"
"X3242633","X820335"
"X3242633","X729766"
"X243283","X4392312"
"X160645","X4374096"
"X214916","X4469248"
"X759440","X820774"
"X238800","X994593"
"X238800","X4424553"
"X226718","X4408751"
"X190279","X4368625"
"X4358275","X815546"
"X1781230","X3122801"
"X205044","X4452864"
"X2838675","X4475718"
"X526032","X671410"
"X526032","X915958"
"X4400369","X580844"
"X277373","X549252"
"X215615","X218114"
"X1107740","X4004674"
"X1144575","X235695"
"X3249512","X744505"
"X1048870","X670837"
"X242393","X2838675"
"X113710","X2579227"
"X237047","X4424841"
"X1067210","X1107740"
"X2025156","X550834"
"X2025156","X4372503"
"X106543","X4476744"
"X106543","X301554"
"X178506","X905537"
"X1121483","X812522"
"X4377584","X525009"
"X240752","X525009"
"X217979","X288029"
"X1105149","X4359608"
"X154174","X247781"
"X1066793","X234053"
"X4432930","X851103"
"X220359","X4457840"
"X1016118","X4460872"
"X1123130","X894654"
"X3246969","X894654"
"X130036","X4308304"
"X1142263","X4403247"
"X663880","X682232"
"X1144840","X3691870"
"X1117661","X238022"
"X1863621","X587745"
"X1112740","X4330994"
"X277713","X839836"
"X226599","X810997"
"X366977","X820182"
"X200629","X204993"
"X204993","X211450"
"X231733","X632918"
"X114102","X612504"
"X4341658","X4478649"
"X370772","X4341658"
"X1140351","X230455"
"X206948","X4426972"
"X11398","X214914"
"X401193","X99371"
"X214585","X215656"
"X160412","X214585"
"X238022","X304694"
"X109533","X4393508"
"X4393508","X536444"
"X4393508","X89333"
"X4414439","X903626"
"X4476744","X673846"
"X4476744","X807594"
"X215776","X670583"
"X1574978","X249435"
"X2216489","X701112"
"X207153","X4387966"
"X1105601","X584580"
"X1132140","X4393663"
"X171166","X329508"
"X106749","X171166"
"X1086575","X2305122"
"X151163","X4380227"
"X217132","X249257"
"X1136007","X217132"
"X247036","X4472087"
"X4472087","X509991"
"X214916","X98258"
"X4442148","X765240"
"X100432","X250522"
"X1142584","X99616"
"X1142584","X612504"
"X1142584","X3011887"
"X4483956","X570344"
"X218235","X660122"
"X518524","X727462"
"X218239","X849553"
"X407437","X535922"
"X4423681","X836320"
"X136959","X814909"
"X113772","X4377584"
"X4386443","X4399156"
"X238738","X4299530"
"X238738","X255186"
"X236676","X4318042"
"X210024","X210428"
"X22594","X362293"
"X231733","X984175"
"X1121806","X207848"
"X3058403","X4397941"
"X211377","X244091"
"X1136794","X223139"
"X1136794","X4231485"
"X222022","X222649"
"X244091","X4350694"
"X607006","X618882"
"X4442148","X823057"
"X239656","X310458"
"X4361510","X815859"
"X255422","X815859"
"X4482773","X535548"
"X1125648","X783338"
"X4681","X744041"
"X220177","X4361131"
"X211507","X348099"
"X220686","X4302753"
"X4302755","X534350"
"X253524","X811677"
"X102183","X742307"
"X340964","X4339415"
"X1111584","X1143359"
"X4391549","X4427678"
"X239211","X4385167"
"X4451942","X4483286"
"X4414004","X589372"
"X1056415","X163345"
"X763380","X893238"
"X1119336","X820774"
"X1144253","X181846"
"X282328","X966091"
"X155243","X215095"
"X155243","X814778"
"X4435345","X821764"
"X1040631","X218151"
"X204862","X218151"
"X1107049","X218151"
"X235287","X807594"
"X214916","X325206"
"X227319","X4463684"
"X138295","X518524"
"X217241","X4425219"
"X2078498","X571363"
"X262768","X4311518"
"X4366201","X928766"
"X4346060","X584174"
"X4435345","X514316"
"X173004","X547360"
"X4393663","X588123"
"X1132969","X4474264"
"X1117349","X4440616"
"X1110613","X93777"
"X509179","X812730"
"X206038","X811677"
"X317449","X4359078"
"X1117349","X535922"
"X247036","X701722"
"X240866","X4345881"
"X1107740","X1127118"
"X554597","X810997"
"X160412","X368520"
"X1121233","X527601"
"X1757040","X987863"
"X221734","X4402103"
"X4362226","X928766"
"X1123749","X4362226"
"X1012668","X1123130"
"X1012668","X1082249"
"X114037","X4438586"
"X701112","X818819"
"X1144575","X509529"
"X4361797","X509991"
"X1138936","X4481484"
"X160412","X835594"
"X4093084","X831179"
"X518694","X538998"
"X538998","X84405"
"X236676","X538998"
"X4372149","X4380346"
"X211450","X2885481"
"X129685","X2353709"
"X540423","X545536"
"X4375802","X67771"
"X4357037","X4371107"
"X231733","X4357037"
"X130629","X4299530"
"X1147219","X241615"
"X210607","X4365229"
"X208284","X817333"
"X212863","X514316"
"X1126447","X1142196"
"X239057","X246356"
"X3555041","X4308759"
"X106749","X4470985"
"X1136007","X14906"
"X509038","X556603"
"X311991","X4463237"
"X222810","X4463237"
"X101901","X327078"
"X1139057","X4378679"
"X225142","X4351648"
"X254805","X3010829"
"X130629","X928766"
"X4410196","X928766"
"X1105149","X152079"
"X534350","X818819"
"X359891","X556657"
"X1127118","X770366"
"X4358341","X4402420"
"X361100","X670837"
"X207947","X541963"
"X500203","X746927"
"X4428250","X4433576"
"X618882","X903377"
"X152079","X817333"
"X1056415","X4414674"
"X130441","X763702"
"X570805","X739135"
"X1109902","X729766"
"X159656","X548077"
"X159654","X214033"
"X226377","X4424717"
"X245550","X710534"
"X1123749","X4433576"
"X1126447","X210344"
"X242252","X4387187"
"X1123130","X800082"
"X4400369","X4424717"
"X3246969","X4296993"
"X212546","X811954"
"X239904","X4366403"
"X1056415","X560779"
"X239057","X560770"
"X1114509","X546081"
"X701722","X723690"
"X1134782","X226108"
"X240866","X535548"
"X4369634","X514095"
"X238280","X344861"
"X1108099","X221734"
"X100432","X311991"
"X1011476","X4394171"
"X221734","X4399156"
"X221734","X224648"
"X3533944","X4231485"
"X311380","X4399156"
