"F1","F2"
"X218114","X255018"
"X222592","X255018"
"X1147699","X565862"
"X4325231","X565862"
"X211539","X565862"
"X1906814","X254728"
"X200324","X254728"
"X4466529","X535859"
"X4466529","X820335"
"X3932820","X744505"
"X3932820","X4369692"
"X1127991","X2869559"
"X1127991","X4311516"
"X211112","X749768"
"X211112","X302250"
"X211112","X572713"
"X4443103","X822988"
"X3611663","X804853"
"X3310210","X804853"
"X4440067","X628601"
"X1139658","X4426923"
"X206264","X4426923"
"X205245","X965853"
"X4374096","X965853"
"X207662","X697651"
"X207662","X693348"
"X207662","X222364"
"X207662","X360826"
"X4327452","X735782"
"X4381529","X735782"
"X154876","X216469"
"X235854","X245495"
"X245495","X4369470"
"X4373418","X967720"
"X143917","X207982"
"X4340506","X729865"
"X130030","X289382"
"X1135547","X4382179"
"X2996653","X4433485"
"X1138930","X4433485"
"X233990","X509188"
"X233990","X4401528"
"X172002","X233990"
"X4044057","X533026"
"X4044057","X535922"
"X204919","X4478654"
"X204919","X211527"
"X204919","X4411088"
"X113674","X239656"
"X723493","X998272"
"X330280","X998272"
"X212994","X998272"
"X255819","X998272"
"X4414706","X776252"
"X114163","X776252"
"X237253","X4383085"
"X4361510","X4383085"
"X2584634","X320992"
"X230455","X320992"
"X320992","X4408751"
"X236935","X524448"
"X4350694","X524448"
"X524448","X536444"
"X204877","X311619"
"X204877","X225970"
"X1140514","X235519"
"X235519","X343668"
"X181846","X235519"
"X235519","X549433"
"X211329","X236786"
"X191430","X211329"
"X211329","X541209"
"X194029","X2364698"
"X2364698","X4394649"
"X1109698","X205044"
"X1107049","X1906814"
"X211582","X812149"
"X242437","X354224"
"X223752","X242437"
"X1066793","X1139658"
"X111088","X1139658"
"X237085","X53533"
"X237085","X4479103"
"X222810","X237085"
"X213764","X250572"
"X213764","X4414706"
"X213764","X704835"
"X213764","X223465"
"X1144253","X245307"
"X1133506","X1135547"
"X1135547","X222635"
"X257663","X4355364"
"X144752","X167411"
"X144752","X4477119"
"X235912","X4373080"
"X4373080","X632918"
"X2375689","X4418140"
"X4418140","X6602"
"X46444","X580173"
"X276270","X4407984"
"X114102","X4407984"
"X1129683","X4407984"
"X4332978","X4407984"
"X1129074","X714446"
"X1129074","X239057"
"X204470","X675804"
"X344719","X4364578"
"X155216","X209946"
"X155216","X712222"
"X176150","X43490"
"X411799","X43490"
"X22594","X43490"
"X160645","X817744"
"X1134726","X806568"
"X1682862","X806568"
"X4433576","X806568"
"X4384233","X561452"
"X4384233","X662514"
"X3606781","X4400369"
"X3606781","X584580"
"X1125203","X233959"
"X1125203","X4105048"
"X211507","X752915"
"X329508","X4323887"
"X417101","X619848"
"X253622","X619848"
"X4464192","X619848"
"X4314192","X847739"
"X4314192","X4452842"
"X4314192","X4356519"
"X1111257","X826497"
"X240866","X543181"
"X4389227","X4393269"
"X4389227","X84405"
"X1092680","X3769417"
"X3769417","X528749"
"X154249","X4467742"
"X4467742","X550219"
"X154876","X207000"
"X538368","X626175"
"X538368","X93777"
"X204110","X4463629"
"X339039","X3823564"
"X1880800","X339039"
"X339039","X666038"
"X253010","X78758"
"X251983","X78758"
"X214977","X555059"
"X214977","X4466720"
"X208260","X2661155"
"X2661155","X3249512"
"X2661155","X4392312"
"X1072801","X4393922"
"X1072801","X3270624"
"X1106842","X789242"
"X206609","X631893"
"X1682862","X206609"
"X253754","X55316"
"X3518312","X55316"
"X1137534","X278687"
"X1137534","X4472087"
"X1137534","X211106"
"X209579","X620656"
"X1134948","X215656"
"X1123984","X1134948"
"X1134948","X817333"
"X3023198","X821038"
"X1125006","X3023198"
"X1126064","X3023198"
"X211377","X3023198"
"X1108799","X248002"
"X1108799","X4432759"
"X137420","X273066"
"X273066","X536444"
"X277713","X341901"
"X815635","X831377"
"X360826","X697651"
"X697651","X905892"
"X217979","X697651"
"X204934","X252995"
"X204934","X835333"
"X354337","X4339767"
"X3246969","X354337"
"X215656","X353816"
"X353816","X817333"
"X1121144","X305400"
"X155536","X797200"
"X4458013","X744505"
"X221349","X4458013"
"X3246969","X4458013"
"X209579","X217972"
"X209579","X29808"
"X209579","X811740"
"X254805","X312923"
"X292322","X950668"
"X292322","X4315258"
"X217873","X292322"
"X198250","X208293"
"X225546","X4348693"
"X204970","X4348693"
"X1121144","X1140682"
"X826497","X888460"
"X4343047","X549319"
"X4343047","X4472087"
"X4343047","X618882"
"X264796","X4395848"
"X211539","X264796"
"X205456","X320352"
"X245871","X806719"
"X245871","X4470985"
"X236367","X245871"
"X3951708","X4304593"
"X249066","X4304593"
"X161623","X629456"
"X4361131","X629456"
"X215504","X357011"
"X138295","X945733"
"X210606","X945733"
"X255194","X712222"
"X253524","X329490"
"X329490","X864395"
"X329490","X701722"
"X1042008","X1111584"
"X4397840","X4412985"
"X1040631","X4397840"
"X3046706","X542445"
"X3046706","X4361857"
"X2972180","X449855"
"X238738","X2972180"
"X587745","X950668"
"X236870","X950668"
"X2216514","X778795"
"X210561","X4438361"
"X4438361","X564196"
"X589327","X620041"
"X4321045","X589327"
"X4387187","X589327"
"X225991","X3518312"
"X4317198","X4399343"
"X4353076","X4461506"
"X279650","X4353076"
"X207153","X4353076"
"X2216514","X4308904"
"X4093084","X4308904"
"X250274","X253754"
"X253754","X4376272"
"X1114591","X253754"
"X173004","X689696"
"X4393923","X4408249"
"X245661","X4393923"
"X4393922","X825502"
"X159656","X4393922"
"X305094","X574269"
"X305094","X729865"
"X1141842","X4384648"
"X1141842","X727692"
"X548715","X592723"
"X2228274","X250229"
"X191430","X236786"
"X1109902","X236786"
"X146193","X4365064"
"X815088","X875406"
"X317451","X836320"
"X160268","X449855"
"X1110083","X237253"
"X237253","X4405449"
"X276006","X564348"
"X317449","X564348"
"X1133506","X222635"
"X4349732","X4463042"
"X4463044","X4465329"
"X4372149","X4463047"
"X252821","X4463047"
"X4428749","X533026"
"X4414439","X4428749"
"X4308299","X612504"
"X4348931","X656975"
"X156885","X4348931"
"X4348931","X825086"
"X4308297","X4461508"
"X4308297","X4379780"
"X239739","X4426961"
"X242389","X4426965"
"X1142263","X4426965"
"X4426965","X99371"
"X332041","X3956474"
"X509980","X816090"
"X509980","X565173"
"X4424841","X509980"
"X113777","X243500"
"X129685","X243500"
"X223618","X242900"
"X242900","X978841"
"X240866","X242900"
"X206803","X4311802"
"X206803","X4414708"
"X4374729","X4461506"
"X240866","X4461508"
"X332595","X4091471"
"X1140634","X554602"
"X1140634","X903377"
"X222868","X728744"
"X136524","X222868"
"X217558","X511782"
"X1863621","X217558"
"X256995","X4452072"
"X253010","X256995"
"X1107601","X256995"
"X1030212","X213078"
"X207947","X213078"
"X550834","X562167"
"X449855","X562164"
"X834863","X903377"
"X4382187","X4457840"
"X220719","X4341344"
"X207453","X220719"
"X2542324","X508826"
"X243283","X4419009"
"X1121483","X806719"
"X2733663","X806719"
"X4470985","X806719"
"X211934","X800164"
"X310212","X800164"
"X4445768","X698483"
"X4468101","X698483"
"X2913695","X4405443"
"X1092680","X218376"
"X1092680","X4341711"
"X216638","X694781"
"X1107148","X212557"
"X509578","X805122"
"X265696","X574969"
"X206038","X4481422"
"X1031581","X190279"
"X4387187","X822037"
"X317157","X4383658"
"X200324","X226596"
"X1118913","X1123797"
"X1123797","X927380"
"X215100","X4446019"
"X3010829","X4322410"
"X2606068","X864395"
"X2606068","X701722"
"X1109766","X4414886"
"X114410","X4414886"
"X419579","X946344"
"X1060549","X225970"
"X18499","X2228274"
"X217481","X631893"
"X1542689","X217481"
"X1682862","X217481"
"X156605","X4326823"
"X156605","X673846"
"X259155","X279613"
"X215053","X76374"
"X1125639","X154249"
"X1125639","X76374"
"X238800","X898715"
"X4329545","X4345939"
"X184027","X4345939"
"X219763","X250572"
"X1719","X219763"
"X219763","X220870"
"X115085","X4391816"
"X211929","X343700"
"X1139779","X787350"
"X4470571","X787350"
"X536442","X787350"
"X1125248","X227319"
"X1125248","X1125648"
"X1125248","X1129425"
"X3490229","X661235"
"X161241","X2358857"
"X223251","X252274"
"X1107982","X325796"
"X222673","X738462"
"X235854","X727462"
"X1123130","X4327906"
"X1118235","X238738"
"X1118235","X4297666"
"X1118235","X4416103"
"X3768296","X538324"
"X1024089","X274691"
"X254173","X274691"
"X274691","X814778"
"X1121436","X4470894"
"X1121436","X1139209"
"X1139057","X242389"
"X1119609","X805122"
"X204970","X225546"
"X155455","X641892"
"X217873","X641892"
"X226216","X641892"
"X207947","X4452072"
"X511916","X590252"
"X210409","X511916"
"X511916","X571363"
"X115085","X243283"
"X4302755","X560165"
"X3310210","X825502"
"X240890","X4345036"
"X223655","X4345036"
"X311380","X4345036"
"X211934","X992439"
"X310212","X992439"
"X204970","X4231485"
"X1078375","X204147"
"X161623","X207403"
"X1863621","X511782"
"X158741","X670583"
"X2990720","X533581"
"X3774028","X529793"
"X4178573","X693348"
"X4404468","X811263"
"X329074","X817066"
"X212876","X251273"
"X204147","X331781"
"X204147","X810455"
"X223752","X757795"
"X257685","X757795"
"X239156","X4457835"
"X160354","X4457835"
"X137617","X178300"
"X137617","X819971"
"X137617","X366977"
"X226283","X812149"
"X226283","X3067471"
"X4299286","X4319207"
"X4319207","X79012"
"X266540","X89669"
"X2344719","X89669"
"X1147219","X89669"
"X2880504","X2979800"
"X1130026","X828826"
"X3518313","X572125"
"X1140514","X181846"
"X204064","X217034"
"X217034","X4390204"
"X211684","X627902"
"X1135906","X228500"
"X279325","X4421858"
"X184027","X279325"
"X161233","X4417095"
"X4433269","X689563"
"X1139209","X689563"
"X10859","X2669168"
"X240630","X240890"
"X1111968","X301554"
"X154764","X589233"
"X1023953","X154764"
"X4315258","X4330047"
"X217873","X4330047"
"X236870","X4330047"
"X1108099","X4330047"
"X1130023","X250268"
"X1121233","X250268"
"X250268","X254031"
"X217972","X645337"
"X217972","X233959"
"X217972","X811740"
"X232214","X324217"
"X1011476","X324217"
"X324217","X4395329"
"X4383658","X612633"
"X154572","X555059"
"X204372","X555059"
"X329302","X4326823"
"X4326823","X783593"
"X247781","X4395848"
"X211539","X4395848"
"X210559","X246446"
"X1145639","X246446"
"X4394649","X543258"
"X256300","X306710"
"X256300","X538998"
"X256300","X4382005"
"X1132813","X547608"
"X4479286","X547608"
"X4391549","X547608"
"X4366419","X917124"
"X1140165","X4465309"
"X4397941","X4465309"
"X237482","X4465309"
"X4457195","X689024"
"X4370817","X4457195"
"X112992","X4443544"
"X4308264","X4443544"
"X258654","X46444"
"X1111144","X526032"
"X136883","X4410353"
"X3270623","X585600"
"X1125423","X4410353"
"X1125423","X172128"
"X1125423","X554950"
"X137420","X536444"
"X4477341","X821764"
"X1138930","X4477341"
"X261978","X579033"
"X662514","X994858"
"X1108556","X253622"
"X250187","X4329545"
"X306710","X821038"
"X154249","X76374"
"X154249","X550219"
"X154249","X217392"
"X2025156","X2984017"
"X2984017","X524203"
"X550734","X76374"
"X4392804","X514000"
"X2063454","X4392804"
"X1630","X850823"
"X1073431","X4448095"
"X218887","X70614"
"X4361857","X70614"
"X224638","X512273"
"X224638","X826497"
"X1024519","X826497"
"X329302","X783593"
"X215095","X534621"
"X279129","X534621"
"X514316","X589382"
"X1113813","X541209"
"X1109902","X1113813"
"X210409","X590252"
"X325206","X590252"
"X4349313","X590252"
"X205900","X664216"
"X205900","X4333666"
"X256569","X830836"
"X256569","X366977"
"X2393580","X279650"
"X1146343","X279650"
"X206106","X4303530"
"X206106","X554602"
"X206106","X903377"
"X4326449","X843938"
"X243709","X843938"
"X554330","X797200"
"X251983","X253010"
"X253010","X311603"
"X152363","X620041"
"X2452007","X616310"
"X240877","X820116"
"X218151","X240877"
"X240877","X579143"
"X241289","X589372"
"X241289","X247509"
"X212994","X255819"
"X212994","X556217"
"X222635","X806063"
"X113118","X219989"
"X1139779","X4470571"
"X1139779","X220177"
"X4479103","X53533"
"X4424553","X78424"
"X679240","X78424"
"X219844","X311250"
"X187488","X311250"
"X311250","X344861"
"X242612","X4344614"
"X112795","X360500"
"X112795","X222183"
"X1121611","X112795"
"X236367","X333731"
"X331647","X4351648"
"X151729","X4450823"
"X151729","X4330994"
"X151729","X225187"
"X4343458","X538093"
"X1006382","X4343458"
"X1042858","X664216"
"X1042858","X4361593"
"X2954732","X417101"
"X114037","X417101"
"X417101","X4464192"
"X4327302","X4333668"
"X4327302","X807622"
"X311640","X4327302"
"X228955","X508826"
"X1029922","X1546874"
"X1029922","X1119336"
"X1029922","X160433"
"X366851","X558862"
"X366851","X830836"
"X223957","X366851"
"X1131854","X585151"
"X240883","X4341344"
"X240883","X4308304"
"X240883","X4380346"
"X221218","X4483956"
"X549319","X835594"
"X1127161","X206405"
"X204714","X4474674"
"X211450","X4470571"
"X4324652","X4343167"
"X4324652","X820440"
"X211934","X4430956"
"X1106524","X4156025"
"X4405449","X797200"
"X273619","X3768296"
"X1131433","X800980"
"X436590","X4445768"
"X436590","X580635"
"X436590","X4468101"
"X4332942","X4433269"
"X333617","X4332942"
"X237073","X4453471"
"X237073","X4399156"
"X250187","X4399156"
"X566684","X804114"
"X566684","X99371"
"X219317","X820116"
"X1132969","X219317"
"X4203048","X4362183"
"X250274","X3518312"
"X250274","X277373"
"X419579","X662514"
"X278073","X99390"
"X208424","X557209"
"X3755712","X4311512"
"X136286","X2182540"
"X222592","X4299286"
"X354510","X792673"
"X214914","X638638"
"X1114591","X4376272"
"X212557","X216839"
"X212557","X361100"
"X1119093","X284813"
"X1122067","X3518312"
"X4405879","X824812"
"X225187","X4405879"
"X246248","X4405879"
"X1105914","X1132140"
"X4737","X563764"
"X4737","X673846"
"X223139","X227011"
"X246404","X4327452"
"X1024089","X254173"
"X1024089","X209801"
"X212945","X582679"
"X1096660","X2685346"
"X1096660","X151843"
"X210576","X4418001"
"X210576","X4424553"
"X211950","X239739"
"X218376","X4386443"
"X216643","X4388445"
"X1106524","X584580"
"X1757040","X837977"
"X1123749","X837977"
"X154174","X543258"
"X248002","X822684"
"X547360","X822684"
"X209920","X4443725"
"X4297568","X612504"
"X4326449","X818887"
"X230396","X759440"
"X1102642","X4370817"
"X227980","X4370817"
"X296945","X4370817"
"X4382186","X4387434"
"X4454013","X79712"
"X136281","X577299"
"X1082249","X71326"
"X6602","X71326"
"X306436","X4314412"
"X210024","X217448"
"X4472715","X819027"
"X313538","X819027"
"X819753","X946179"
"X4297666","X819753"
"X3616127","X819753"
"X292508","X4303530"
"X4303530","X4320966"
"X680305","X959372"
"X4430938","X510452"
"X514000","X951954"
"X2669168","X951954"
"X211660","X362426"
"X156885","X656975"
"X4470972","X811449"
"X4411088","X835333"
"X513222","X824812"
"X4483076","X513222"
"X238109","X927380"
"X239156","X2990720"
"X4320431","X978841"
"X1145388","X218114"
"X1107976","X1145388"
"X241491","X3059362"
"X3059362","X4397941"
"X106737","X227980"
"X106737","X226108"
"X917124","X987863"
"X266540","X4091428"
"X2344719","X4091428"
"X206654","X249435"
"X210344","X822988"
"X226516","X815859"
"X212223","X226516"
"X4439865","X4450823"
"X4439865","X824812"
"X225187","X4439865"
"X222022","X4439862"
"X216839","X263857"
"X4297733","X4452864"
"X209437","X229404"
"X221891","X578551"
"X210722","X578551"
"X4344357","X570344"
"X1056415","X215100"
"X210559","X742958"
"X210559","X928766"
"X1143242","X279378"
"X240752","X343242"
"X195316","X871009"
"X3019022","X541963"
"X3019022","X329883"
"X100640","X4394552"
"X1128503","X304694"
"X1128503","X928889"
"X1128503","X160986"
"X1128503","X224648"
"X101901","X211934"
"X137191","X812149"
"X137191","X3067471"
"X204372","X319921"
"X209946","X712222"
"X106749","X209946"
"X2874848","X311640"
"X304694","X672109"
"X224648","X672109"
"X160412","X672109"
"X216576","X2574747"
"X238327","X254173"
"X225630","X4333669"
"X225630","X801258"
"X136311","X79012"
"X2040589","X218887"
"X218887","X542445"
"X218887","X4425219"
"X222183","X256931"
"X1546874","X831179"
"X2651948","X4479762"
"X4330994","X4450823"
"X4450823","X824812"
"X4450823","X565936"
"X538093","X65684"
"X1136007","X222755"
"X1105601","X580635"
"X237595","X528749"
"X209613","X4469865"
"X154174","X254138"
"X1145135","X4393269"
"X1145135","X4454012"
"X217979","X222364"
"X220013","X557001"
"X257322","X557001"
"X398721","X4333811"
"X1140682","X398721"
"X4333668","X575467"
"X4360818","X4463100"
"X155297","X803240"
"X803240","X819708"
"X258935","X807622"
"X239139","X243964"
"X1132969","X234329"
"X235695","X307744"
"X214749","X821187"
"X249247","X273619"
"X4332061","X668399"
"X213587","X562741"
"X329883","X728744"
"X815635","X93777"
"X187488","X4368272"
"X285591","X2867525"
"X2867525","X348099"
"X4330207","X589233"
"X240553","X2867528"
"X4297666","X449855"
"X3518313","X817185"
"X239057","X817185"
"X302250","X4440607"
"X216576","X302250"
"X239537","X4446003"
"X2040589","X4425219"
"X2040589","X4361857"
"X309146","X864395"
"X154320","X4330658"
"X3956474","X4384648"
"X50973","X727319"
"X2063454","X828722"
"X248170","X4373078"
"X205267","X238508"
"X211660","X580844"
"X344719","X556657"
"X3758319","X658162"
"X3518313","X517841"
"X136286","X3518313"
"X1719","X531776"
"X114163","X1719"
"X242324","X4458581"
"X4105048","X811740"
"X114163","X220870"
"X1682862","X792796"
"X254922","X905076"
"X209096","X225346"
"X285591","X348099"
"X208118","X285591"
"X4296435","X4478649"
"X220177","X511318"
"X511318","X536442"
"X415943","X981393"
"X4011113","X415943"
"X415943","X683436"
"X1106090","X701743"
"X333617","X4433269"
"X210024","X4342154"
"X1134236","X4342154"
"X1073431","X187488"
"X1121968","X1142196"
"X361264","X579033"
"X333120","X579033"
"X211539","X215379"
"X114037","X215375"
"X218235","X4456633"
"X4333666","X664216"
"X4456187","X549945"
"X321721","X4456187"
"X232214","X666506"
"X130629","X232214"
"X1106004","X4415674"
"X1106004","X1108603"
"X256241","X894654"
"X1123749","X256241"
"X3242633","X4479762"
"X4312724","X549969"
"X4330658","X549969"
"X113777","X254115"
"X102183","X805857"
"X1006099","X176150"
"X1006099","X411799"
"X1006099","X22594"
"X1006099","X562010"
"X4358341","X4459206"
"X4459206","X821187"
"X145959","X773538"
"X145959","X222022"
"X1111753","X1139057"
"X1088543","X3691870"
"X1088543","X1682862"
"X207453","X813938"
"X4481484","X811263"
"X325206","X4452842"
"X210722","X2336265"
"X247036","X4453467"
"X4453467","X4454018"
"X1107049","X4453467"
"X4382894","X570344"
"X4382894","X694781"
"X215095","X4415674"
"X4482381","X542445"
"X542445","X929398"
"X4302249","X4341344"
"X220256","X4414674"
"X253622","X548077"
"X4414708","X831386"
"X176150","X22594"
"X176150","X765871"
"X2685346","X4359608"
"X738462","X823862"
"X648741","X832215"
"X1140682","X4333811"
"X4377584","X820116"
"X218151","X820116"
"X262768","X820116"
"X251884","X701112"
"X2452007","X251884"
"X114163","X531776"
"X1127642","X4311512"
"X4397783","X538093"
"X311640","X4333668"
"X4333668","X545536"
"X4333669","X551139"
"X1132813","X816092"
"X1132813","X903626"
"X222088","X222810"
"X1115272","X549433"
"X1126064","X211377"
"X849761","X89333"
"X130441","X849761"
"X591575","X763380"
"X255819","X260668"
"X1110732","X240087"
"X1129515","X509188"
"X281360","X946179"
"X151843","X225943"
"X245661","X4422085"
"X4414708","X509529"
"X4387966","X4414708"
"X162317","X3269318"
"X223465","X4414706"
"X1013954","X4371629"
"X1013954","X783338"
"X246567","X4445349"
"X246567","X4435345"
"X2200137","X411799"
"X22594","X411799"
"X1110139","X209801"
"X1110139","X675211"
"X1110139","X814778"
"X4403247","X549945"
"X321721","X549945"
"X4402421","X549945"
"X3242633","X648976"
"X1114591","X814909"
"X1126447","X243283"
"X4374096","X4424717"
"X4338567","X4469248"
"X2078498","X4469248"
"X238800","X4369634"
"X215615","X224718"
"X536444","X815546"
"X321022","X4475718"
"X2579227","X4398985"
"X4398985","X544493"
"X240087","X4446652"
"X4372503","X526032"
"X577068","X588123"
"X1067210","X220013"
"X816092","X903626"
"X4442148","X816092"
"X4478649","X816092"
"X565173","X816090"
"X4424841","X816090"
"X4324024","X801258"
"X277373","X814909"
"X277373","X2885481"
"X215615","X563764"
"X4324024","X551139"
"X4324024","X4327934"
"X235695","X240881"
"X1048870","X240881"
"X241615","X2838675"
"X187488","X344861"
"X4428250","X499378"
"X136281","X499378"
"X1119609","X208260"
"X281360","X3616127"
"X237047","X994593"
"X237047","X2651008"
"X320352","X547360"
"X2025156","X204110"
"X106543","X11398"
"X178506","X220177"
"X1006382","X812522"
"X812522","X818819"
"X239695","X4302249"
"X4330690","X4474264"
"X239211","X525009"
"X288029","X4302753"
"X214916","X288029"
"X4465448","X661235"
"X154174","X206948"
"X239656","X2584634"
"X2584634","X4408751"
"X175203","X2584634"
"X1066793","X206264"
"X1066793","X248618"
"X220353","X671410"
"X211539","X220353"
"X220353","X4433574"
"X1106842","X220359"
"X4410196","X4460870"
"X171166","X4460872"
"X4385167","X4460872"
"X240064","X660122"
"X240064","X327078"
"X1123749","X894654"
"X130036","X241615"
"X207453","X4302249"
"X217873","X4315258"
"X237595","X4386443"
"X237595","X3432758"
"X1126447","X4343936"
"X3639039","X4412985"
"X222592","X940161"
"X1109121","X513782"
"X1109121","X237482"
"X1086575","X1140682"
"X4330994","X824812"
"X246248","X4330994"
"X839836","X905076"
"X226599","X2880504"
"X1107049","X226596"
"X207895","X212945"
"X632918","X670837"
"X1129683","X114102"
"X1132140","X361264"
"X217873","X226216"
"X11398","X812730"
"X401193","X691109"
"X4463237","X819853"
"X254805","X819853"
"X304694","X928889"
"X304694","X342450"
"X224648","X304694"
"X2579227","X915958"
"X4393508","X547544"
"X4203048","X4462001"
"X4203048","X570805"
"X285061","X905537"
"X518524","X903626"
"X301554","X670583"
"X210914","X245550"
"X2200137","X22594"
"X1121806","X207153"
"X38048","X512273"
"X106562","X208284"
"X1140165","X237482"
"X729865","X746927"
"X534350","X729865"
"X246316","X360500"
"X1132140","X277776"
"X213587","X4453471"
"X1119093","X208197"
"X1105901","X1119093"
"X714446","X78950"
"X556603","X78950"
"X2305122","X4401528"
"X1056415","X4393269"
"X208118","X580677"
"X236676","X580677"
"X217132","X535548"
"X106749","X217132"
"X356045","X680305"
"X4472087","X539496"
"X4472087","X648741"
"X264791","X310212"
"X3067471","X98258"
"X240045","X4375802"
"X1107976","X218114"
"X250522","X551139"
"X4385167","X4483956"
"X4453684","X4483956"
"X257685","X4483957"
"X219282","X4483957"
"X4349212","X4479100"
"X4349212","X4367292"
"X4349212","X683436"
"X325796","X712222"
"X325796","X535548"
"X1880800","X366977"
"X112836","X701743"
"X1006382","X4397783"
"X1006382","X748564"
"X219188","X79012"
"X1139424","X209801"
"X2885481","X814909"
"X618882","X848120"
"X109533","X4377584"
"X1132969","X4377584"
"X4428250","X533113"
"X3533944","X533113"
"X155297","X4318042"
"X129685","X4318042"
"X222592","X79012"
"X1107976","X222592"
"X277713","X4421933"
"X234053","X4421933"
"X223465","X4320961"
"X259155","X361100"
"X286367","X4339415"
"X222183","X286367"
"X210024","X217248"
"X277713","X984175"
"X541741","X984175"
"X226377","X362293"
"X1117349","X190279"
"X224648","X928889"
"X215776","X810455"
"X215656","X265696"
"X1136794","X370425"
"X266132","X4361593"
"X4367776","X4397838"
"X206264","X2353709"
"X4478794","X815859"
"X1130197","X4350455"
"X100640","X209613"
"X549433","X81414"
"X536444","X744041"
"X220177","X800082"
"X279663","X4480958"
"X1134726","X1542689"
"X1142950","X260668"
"X4047531","X4401528"
"X1112740","X225456"
"X239739","X346740"
"X1630","X4320526"
"X1630","X527601"
"X204714","X4344614"
"X144069","X4361131"
"X4421858","X4453471"
"X691109","X807622"
"X576220","X824399"
"X1121611","X4339415"
"X249066","X354510"
"X219943","X4385167"
"X101901","X264791"
"X547544","X966091"
"X1105901","X4414004"
"X247781","X4325231"
"X113777","X212546"
"X1119336","X160433"
"X1108603","X1112580"
"X1564851","X354510"
"X238508","X354510"
"X181846","X549433"
"X181846","X4359078"
"X14906","X181846"
"X4375802","X4458277"
"X257891","X4364580"
"X155243","X4338567"
"X130441","X240553"
"X331020","X4308304"
"X4481986","X783719"
"X325206","X4356519"
"X247781","X975164"
"X138295","X4391686"
"X4425219","X929398"
"X216643","X99616"
"X210428","X4311518"
"X4311518","X4446003"
"X4311518","X830696"
"X1127984","X534888"
"X4311512","X4463237"
"X254805","X4311512"
"X1130197","X4311516"
"X245550","X4366201"
"X210428","X830696"
"X554602","X903377"
"X4435345","X831179"
"X4424841","X565173"
"X4394171","X547360"
"X4359078","X549433"
"X4393663","X549433"
"X250050","X4440616"
"X1083580","X216604"
"X14906","X4359078"
"X221349","X4458581"
"X221349","X3246969"
"X223302","X3010829"
"X239739","X7908"
"X4312724","X4330658"
"X4338567","X4345884"
"X203659","X310458"
"X545436","X670837"
"X3057707","X545436"
"X257891","X4332974"
"X204862","X252821"
"X220686","X994593"
"X223912","X279129"
"X4422085","X770366"
"X3058403","X512273"
"X4389972","X4464192"
"X4389972","X548077"
"X101884","X4362226"
"X336892","X76374"
"X4443725","X669665"
"X4414439","X4438586"
"X4332974","X4438586"
"X3122801","X4438586"
"X701112","X849553"
"X2452007","X701112"
"X4388439","X4432759"
"X1144575","X4373613"
"X217392","X336892"
"X4399156","X4421858"
"X301554","X4361797"
"X151163","X184027"
"X238022","X4341711"
"X1109927","X4424841"
"X4400369","X810997"
"X247509","X765871"
"X211450","X800082"
"X208779","X239739"
"X1142263","X804114"
"X1142263","X99371"
"X509991","X818016"
"X266132","X3010829"
"X3058403","X565240"
"X311991","X4375802"
"X4299530","X509038"
"X1147219","X370772"
"X248773","X257150"
"X243964","X660122"
"X4367776","X99390"
"X562010","X765871"
"X1143359","X554950"
"X4402420","X826497"
"X203659","X4373613"
"X243964","X4083690"
"X230455","X4408751"
"X727692","X905076"
"X3956474","X905076"
"X4332974","X4414439"
"X3122801","X4414439"
"X254805","X4463237"
"X1129425","X250050"
"X1131854","X508826"
"X222649","X240881"
"X2375689","X4426972"
"X2954732","X548077"
"X1105149","X545536"
"X216128","X3011887"
"X748564","X818819"
"X1127118","X208118"
"X277776","X333120"
"X4348104","X4399343"
"X204372","X216604"
"X321721","X4418001"
"X242643","X541963"
"X329883","X541963"
"X1134236","X4330658"
"X255422","X4418001"
"X1114509","X4369692"
"X4479286","X518524"
"X317449","X612504"
"X4402421","X4424553"
"X4424553","X679240"
"X154572","X204372"
"X2375689","X763702"
"X6602","X763702"
"X1056415","X84405"
"X255422","X4402421"
"X255422","X679240"
"X227980","X242393"
"X563764","X673846"
"X228186","X729766"
"X56514","X673846"
"X207947","X311603"
"X212223","X321022"
"X1142950","X240252"
"X240252","X556217"
"X161241","X240252"
"X4349313","X4356519"
"X1117349","X4459346"
"X584174","X714446"
"X1132680","X723690"
"X219282","X228186"
"X4011113","X4345497"
"X3058403","X4402420"
"X1086575","X500203"
"X329883","X783209"
"X238280","X4332974"
"X313925","X4332974"
"X153512","X4372503"
"X239057","X714446"
"X249385","X4481484"
"X1107049","X231733"
"X1134782","X4395329"
"X1109927","X649507"
"X701722","X864395"
"X4464192","X548077"
"X226108","X3755711"
"X236676","X820774"
"X1114509","X3246969"
"X279663","X584580"
